review_id,review_text,star_rating,sentiment_label
REV-00409,Critical bugs blocked our workflow for several days. Poor experience with confusing billing and missing features.,2,negative
REV-00410,"Excellent billing flow, smooth onboarding, and helpful support. The product feels stable, useful, and worth the price.",4,positive
REV-00411,"Average experience overall, with a few helpful features.",3,neutral
REV-00412,The automation feature keeps failing and support has been slow.,1,negative
REV-00413,The analytics module is reliable and the team responds quickly.,4,positive
REV-00414,Critical bugs blocked our workflow for several days.,1,negative
REV-00415,Great experience with fast fixes and clear communication.,4,positive
REV-00416,We love the billing flow; it saves time every week.,4,positive
REV-00417,The product is frustrating and our team may cancel soon. The product is frustrating and our team may cancel soon.,2,negative
REV-00418,"Average experience overall, with a few helpful features.",3,neutral
REV-00419,"The analytics module keeps failing and support has been slow. We had repeated issues, outages, and delayed responses.",2,negative
REV-00420,We love the reporting tool; it saves time every week.,5,positive
REV-00421,Critical bugs blocked our workflow for several days. Poor experience with confusing billing and missing features.,1,negative
REV-00422,The product is frustrating and our team may cancel soon. The product is frustrating and our team may cancel soon.,2,negative
REV-00423,We love the billing flow; it saves time every week.,4,positive
REV-00424,The product is frustrating and our team may cancel soon. Poor experience with confusing billing and missing features.,1,negative
REV-00425,"The reporting tool works, but some workflows still feel slow. Support answered eventually and the product is okay.",3,neutral
REV-00426,"The product feels stable, useful, and worth the price. Excellent integration, smooth onboarding, and helpful support.",4,positive
REV-00427,We love the analytics module; it saves time every week.,5,positive
REV-00428,We love the automation feature; it saves time every week.,5,positive
REV-00429,"Average experience overall, with a few helpful features.",3,neutral
REV-00430,Critical bugs blocked our workflow for several days.,2,negative
REV-00431,"We had repeated issues, outages, and delayed responses.",2,negative
REV-00432,"The dashboard is usable, though reporting could improve.",3,neutral
REV-00433,The product is frustrating and our team may cancel soon.,2,negative
REV-00434,We love the reporting tool; it saves time every week.,5,positive
REV-00435,The product is frustrating and our team may cancel soon.,2,negative
REV-00436,The analytics module is reliable and the team responds quickly.,5,positive
REV-00437,Great experience with fast fixes and clear communication.,4,positive
REV-00438,The product is frustrating and our team may cancel soon.,1,negative
REV-00439,"The analytics module is usable, though reporting could improve.",3,neutral
REV-00440,The dashboard keeps failing and support has been slow.,1,negative
REV-00441,"The billing flow works, but some workflows still feel slow.",3,neutral
REV-00442,Poor experience with confusing billing and missing features.,2,negative
REV-00443,Poor experience with confusing billing and missing features.,1,negative
REV-00444,"We had repeated issues, outages, and delayed responses.",1,negative
REV-00445,The billing flow keeps failing and support has been slow.,2,negative
REV-00446,"Average experience overall, with a few helpful features.",3,neutral
REV-00447,"We had repeated issues, outages, and delayed responses.",1,negative
REV-00448,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-00449,"Average experience overall, with a few helpful features.",3,neutral
REV-00450,Poor experience with confusing billing and missing features.,2,negative
REV-00451,Critical bugs blocked our workflow for several days.,2,negative
REV-00452,We love the reporting tool; it saves time every week.,5,positive
REV-00453,The customer portal is reliable and the team responds quickly.,5,positive
REV-00454,The product is frustrating and our team may cancel soon.,1,negative
REV-00455,"The customer portal works, but some workflows still feel slow. The customer portal works, but some workflows still feel slow.",3,neutral
REV-00456,"The integration works, but some workflows still feel slow.",3,neutral
REV-00457,The analytics module is reliable and the team responds quickly.,4,positive
REV-00458,"The automation feature works, but some workflows still feel slow.",3,neutral
REV-00459,Support answered eventually and the product is okay.,3,neutral
REV-00460,The dashboard keeps failing and support has been slow.,1,negative
REV-00461,Poor experience with confusing billing and missing features.,2,negative
REV-00462,"Average experience overall, with a few helpful features.",3,neutral
REV-00463,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-00464,Poor experience with confusing billing and missing features.,2,negative
REV-00465,The customer portal keeps failing and support has been slow.,2,negative
REV-00466,Great experience with fast fixes and clear communication.,4,positive
REV-00467,Poor experience with confusing billing and missing features.,1,negative
REV-00468,Critical bugs blocked our workflow for several days. Critical bugs blocked our workflow for several days.,2,negative
REV-00469,Critical bugs blocked our workflow for several days.,1,negative
REV-00470,"The product feels stable, useful, and worth the price.",4,positive
REV-00471,Great experience with fast fixes and clear communication.,4,positive
REV-00472,The integration is reliable and the team responds quickly.,4,positive
REV-00473,"We had repeated issues, outages, and delayed responses. The product is frustrating and our team may cancel soon.",1,negative
REV-00474,"Average experience overall, with a few helpful features.",3,neutral
REV-00475,"Excellent dashboard, smooth onboarding, and helpful support.",5,positive
REV-00476,"Average experience overall, with a few helpful features.",3,neutral
REV-00477,We love the reporting tool; it saves time every week.,4,positive
REV-00478,"We had repeated issues, outages, and delayed responses.",2,negative
REV-00479,"Poor experience with confusing billing and missing features. We had repeated issues, outages, and delayed responses.",2,negative
REV-00480,Support answered eventually and the product is okay.,3,neutral
REV-00481,The customer portal keeps failing and support has been slow.,1,negative
